2025 Jul 08 | DevBcn | https://www.devbcn.com/ | 🇪🇸 | AI for Java Developers: From Buzzword to Code
2025 May 14 | jPrime | http://jprime.io/ | 🇧🇬 | AI for Java Developers: From Buzzword to Code | https://youtu.be/jYEN81EDm7E?si=OVwhbTxpL3ybTdH0
2025 May 06 | 4Developers Warszawa | https://4developers.org.pl/ | 🇵🇱 | AI for Java Developers: From Buzzword to Code
2024 Dec 11 | Ya!vaConf | https://yavaconf.com/ | 🇵🇱 | AI for Java Developers: From Buzzword to Code
2023 Oct 25 | JDD | https://jdd.org.pl/ | 🇵🇱 | Location transparency
2023 Oct 19 | GeeCON Prague | https://2023.geecon.cz/ | 🇨🇿 | Location transparency
2023 Sep 27 | DrivUn | https://drivun.co/ | 🇳🇱 | Open space discussions
2023 Jul 03 | JCrete | https://www.jcrete.org/ | 🇬🇷 | Open space discussions
2023 Jun 02 | Devoxx Poland | https://devoxx.pl/ | 🇵🇱 | Demystifying 'Event' Related Software Concepts and Methodologies
2023 May 30 | jPrime | http://jprime.io/ | 🇧🇬 | Simply a complex shopping cart
2023 May 10 | Devoxx UK | https://www.devoxx.co.uk/ | 🇬🇧 | Location transparency | https://youtu.be/8DSVPalCRIc
2023 Apr 24 | Java Vienna Meetup | https://www.meetup.com/java-vienna/events/292086242/ | 🇦🇹 | Location transparency
2023 Apr 19 | GeeCON | https://2023.geecon.org/ | 🇵🇱 | Demystifying 'Event' Related Software Concepts and Methodologies | https://youtu.be/xKFSuYR9rf0
2023 Feb 07 | JFokus | http://www.jfokus.se/ | 🇸🇪 | Demystifying 'Event' Related Software Concepts and Methodologies | https://www.youtube.com/watch?v=hl1PGT0Bsp4
2022 Dec 07 | DevOpsCon Munich | https://devopscon.io/munich/ | 🇩🇪 | Demystifying 'Event' Related Software Concepts and Methodologies
2022 Nov 30 | YOW! London | https://yowlondon.com/2022 | 🇬🇧 | Location transparency | https://youtu.be/aMx46CRfnGo
2022 Nov 08 | W-JAX | https://jax.de/munich/ | 🇩🇪 | Location transparency
2022 Nov 03 | GoTech World | https://www.gotech.world/ | 🇷🇴 | Demystifying 'Event' Related Software Concepts and Methodologies
2022 Sep 07 | JavaZone | https://2022.javazone.no | 🇳🇴 | Demystifying 'Event' Related Software Concepts and Methodologies | https://vimeo.com/747697453
2022 Jul 18 | JBCNconf | https://www.jbcnconf.com/2022/ | 🇪🇸 | Give your application memories
2022 Jul 17 | JBCNconf | https://www.jbcnconf.com/2022/ | 🇪🇸 | Demystifying 'Event' Related Software Concepts and Methodologies
